"munResCod";"munResStatus";"munResTipo";"munResNome";"munResUf";"munResLat";"munResLon";"munResAlt";"munResArea"
150660;"ATIVO";"MUNIC";"Santa Maria do Pará";"Pará";-1,34787;-47,5747;55;457,725
150670;"ATIVO";"MUNIC";"Santana do Araguaia";"Pará";-9,32942;-50,3448;178;11591,493
150680;"ATIVO";"MUNIC";"Santarém";"Pará";-2,43621;-54,71857;53;17898,388
150690;"ATIVO";"MUNIC";"Santarém Novo";"Pará";-0,92872;-47,40092;16;229,51
150700;"ATIVO";"MUNIC";"Santo Antônio do Tauá";"Pará";-1,15169;-48,13243;24;537,625
150710;"ATIVO";"MUNIC";"São Caetano de Odivelas";"Pará";-0,74662;-48,02581;14;743,466
150715;"ATIVO";"MUNIC";"São Domingos do Araguaia";"Pará";-5,54984;-48,72037;142;1392,464
150720;"ATIVO";"MUNIC";"São Domingos do Capim";"Pará";-1,67581;-47,77478;9;1677,249
150730;"ATIVO";"MUNIC";"São Félix do Xingu";"Pará";-6,64248;-51,99378;192;84213,215
150740;"ATIVO";"MUNIC";"São Francisco do Pará";"Pará";-1,17019;-47,79051;35;479,564
150745;"ATIVO";"MUNIC";"São Geraldo do Araguaia";"Pará";-6,39896;-48,55571;127;3168,384
150746;"ATIVO";"MUNIC";"São João da Ponta";"Pará";-0,851;-47,92072;16;195,918
150747;"ATIVO";"MUNIC";"São João de Pirabas";"Pará";-0,76644;-47,17267;18;705,542
150750;"ATIVO";"MUNIC";"São João do Araguaia";"Pará";-5,359;-48,78863;101;1279,889
150760;"ATIVO";"MUNIC";"São Miguel do Guamá";"Pará";-1,61714;-47,48241;12;1110,175
150770;"ATIVO";"MUNIC";"São Sebastião da Boa Vista";"Pará";-1,71885;-49,53231;7;1632,251
150775;"ATIVO";"MUNIC";"Sapucaia";"Pará";-6,94286;-49,70358;200;1298,19
150780;"ATIVO";"MUNIC";"Senador José Porfírio";"Pará";-2,59485;-51,95306;2;14419,916
150790;"ATIVO";"MUNIC";"Soure";"Pará";-0,72593;-48,51601;16;3517,318
150795;"ATIVO";"MUNIC";"Tailândia";"Pará";-2,93708;-48,95128;52;4430,222
150796;"ATIVO";"MUNIC";"Terra Alta";"Pará";-1,03483;-47,90781;35;206,414
150797;"ATIVO";"MUNIC";"Terra Santa";"Pará";-2,10811;-56,4909;20;1896,506
150800;"ATIVO";"MUNIC";"Tomé-Açu";"Pará";-2,41937;-48,1469;15;5145,361
150803;"ATIVO";"MUNIC";"Tracuateua";"Pará";-1,06878;-46,89948;33;934,272
150805;"ATIVO";"MUNIC";"Trairão";"Pará";-4,69982;-55,99617;126;11991,085
150808;"ATIVO";"MUNIC";"Tucumã";"Pará";-6,74997;-51,13954;299;2512,594
150810;"ATIVO";"MUNIC";"Tucuruí";"Pará";-3,76689;-49,66718;32;2086,189
150812;"ATIVO";"MUNIC";"Ulianópolis";"Pará";-3,75719;-47,50314;124;5088,468
150815;"ATIVO";"MUNIC";"Uruará";"Pará";-3,70653;-53,73703;162;10791,371
150820;"ATIVO";"MUNIC";"Vigia";"Pará";-0,85553;-48,1415;8;539,079
150830;"ATIVO";"MUNIC";"Viseu";"Pará";-1,20328;-46,13877;8;4915,073
150835;"ATIVO";"MUNIC";"Vitória do Xingu";"Pará";-2,88377;-52,01126;17;3089,537
150840;"ATIVO";"MUNIC";"Xinguara";"Pará";-7,10151;-49,9427;237;3779,359
160000;"IGNOR";"IGNOR";"Município ignorado - AP";"Amapá";NA;NA;NA;NA
160005;"ATIVO";"MUNIC";"Serra do Navio";"Amapá";0,89784;-52,00354;140;7713,046
160010;"ATIVO";"MUNIC";"Amapá";"Amapá";2,05392;-50,79321;12;9167,617
160015;"ATIVO";"MUNIC";"Pedra Branca do Amapari";"Amapá";0,77688;-51,94659;74;9625,214
160020;"ATIVO";"MUNIC";"Calçoene";"Amapá";2,49656;-50,94477;9;14231,783
160021;"ATIVO";"MUNIC";"Cutias";"Amapá";0,97108;-50,80163;8;2179,491
160023;"ATIVO";"MUNIC";"Ferreira Gomes";"Amapá";0,85398;-51,18743;39;4973,852
160025;"ATIVO";"MUNIC";"Itaubal";"Amapá";0,60065;-50,70018;16;1622,852
160027;"ATIVO";"MUNIC";"Laranjal do Jari";"Amapá";-0,85566;-52,53902;9;30782,998
160030;"ATIVO";"MUNIC";"Macapá";"Amapá";0,03895;-51,05741;15;6502,119
160040;"ATIVO";"MUNIC";"Mazagão";"Amapá";-0,1244;-51,28608;7;13294,776
160050;"ATIVO";"MUNIC";"Oiapoque";"Amapá";3,85113;-51,83055;3;22625,286
160053;"ATIVO";"MUNIC";"Porto Grande";"Amapá";0,71255;-51,41445;70;4425,09
160055;"ATIVO";"MUNIC";"Pracuúba";"Amapá";1,74251;-50,78425;11;4948,519
160060;"ATIVO";"MUNIC";"Santana";"Amapá";-0,03837;-51,17285;17;1542,201
160070;"ATIVO";"MUNIC";"Tartarugalzinho";"Amapá";1,50985;-50,91279;18;6684,697
160080;"ATIVO";"MUNIC";"Vitória do Jari";"Amapá";-0,91898;-52,41961;3;2508,979
170000;"IGNOR";"IGNOR";"Município ignorado - TO";"Tocantins";NA;NA;NA;NA
170025;"ATIVO";"MUNIC";"Abreulândia";"Tocantins";-9,62179;-49,16244;239;1895,212
170030;"ATIVO";"MUNIC";"Aguiarnópolis";"Tocantins";-6,54717;-47,47046;173;235,394
170035;"ATIVO";"MUNIC";"Aliança do Tocantins";"Tocantins";-11,30374;-48,94124;336;1579,751
170040;"ATIVO";"MUNIC";"Almas";"Tocantins";-11,57452;-47,17417;421;4013,243
170070;"ATIVO";"MUNIC";"Alvorada";"Tocantins";-12,47882;-49,12681;302;1212,167
170100;"ATIVO";"MUNIC";"Ananás";"Tocantins";-6,36282;-48,07976;193;1576,973
170105;"ATIVO";"MUNIC";"Angico";"Tocantins";-6,38775;-47,86208;271;451,733
170110;"ATIVO";"MUNIC";"Aparecida do Rio Negro";"Tocantins";-9,95588;-47,97667;267;1160,368
170130;"ATIVO";"MUNIC";"Aragominas";"Tocantins";-7,16435;-48,52343;303;1173,058
170190;"ATIVO";"MUNIC";"Araguacema";"Tocantins";-8,8018;-49,56181;156;2778,458
170200;"ATIVO";"MUNIC";"Araguaçu";"Tocantins";-12,92558;-49,82861;315;5167,797
170210;"ATIVO";"MUNIC";"Araguaína";"Tocantins";-7,19133;-48,20871;235;4000,416
170215;"ATIVO";"MUNIC";"Araguanã";"Tocantins";-6,58225;-48,64375;139;836,03
170220;"ATIVO";"MUNIC";"Araguatins";"Tocantins";-5,65059;-48,12351;116;2625,286
170230;"ATIVO";"MUNIC";"Arapoema";"Tocantins";-7,65257;-49,07564;209;1552,221
170240;"ATIVO";"MUNIC";"Arraias";"Tocantins";-12,93442;-46,94611;722;5786,871
170255;"ATIVO";"MUNIC";"Augustinópolis";"Tocantins";-5,46541;-47,88096;148;394,976
170270;"ATIVO";"MUNIC";"Aurora do Tocantins";"Tocantins";-12,70849;-46,40708;481;752,83
170290;"ATIVO";"MUNIC";"Axixá do Tocantins";"Tocantins";-5,62431;-47,77416;218;150,213
170300;"ATIVO";"MUNIC";"Babaçulândia";"Tocantins";-7,20186;-47,75882;161;1788,461
170305;"ATIVO";"MUNIC";"Bandeirantes do Tocantins";"Tocantins";-7,76486;-48,57838;291;1541,842
170307;"ATIVO";"MUNIC";"Barra do Ouro";"Tocantins";-7,69177;-47,68713;163;1106,345
170310;"ATIVO";"MUNIC";"Barrolândia";"Tocantins";-9,83165;-48,73146;347;713,3
170320;"ATIVO";"MUNIC";"Bernardo Sayão";"Tocantins";-7,86851;-48,89905;164;926,888
170330;"ATIVO";"MUNIC";"Bom Jesus do Tocantins";"Tocantins";-8,96335;-48,16638;188;1332,672
170360;"ATIVO";"MUNIC";"Brasilândia do Tocantins";"Tocantins";-8,38489;-48,48537;218;641,467
170370;"ATIVO";"MUNIC";"Brejinho de Nazaré";"Tocantins";-11,01081;-48,55866;223;1724,45
170380;"ATIVO";"MUNIC";"Buriti do Tocantins";"Tocantins";-5,31354;-48,22325;155;251,919
170382;"ATIVO";"MUNIC";"Cachoeirinha";"Tocantins";-6,11324;-47,9142;200;352,345
170384;"ATIVO";"MUNIC";"Campos Lindos";"Tocantins";-7,97168;-46,80197;297;3240,177
170386;"ATIVO";"MUNIC";"Cariri do Tocantins";"Tocantins";-11,889;-49,17104;291;1128,601
170388;"ATIVO";"MUNIC";"Carmolândia";"Tocantins";-7,03148;-48,39596;300;339,405
170389;"ATIVO";"MUNIC";"Carrasco Bonito";"Tocantins";-5,32266;-48,03063;116;192,939
170390;"ATIVO";"MUNIC";"Caseara";"Tocantins";-9,26741;-49,94869;176;1691,633
170410;"ATIVO";"MUNIC";"Centenário";"Tocantins";-8,95846;-47,3384;311;1954,699
170460;"ATIVO";"MUNIC";"Chapada de Areia";"Tocantins";-10,14199;-49,18311;274;659,249
170510;"ATIVO";"MUNIC";"Chapada da Natividade";"Tocantins";-11,62427;-47,7539;355;1646,472
170550;"ATIVO";"MUNIC";"Colinas do Tocantins";"Tocantins";-8,05462;-48,48159;234;843,846
170555;"ATIVO";"MUNIC";"Combinado";"Tocantins";-12,81861;-46,55207;428;209,572
170560;"ATIVO";"MUNIC";"Conceição do Tocantins";"Tocantins";-12,21728;-47,29287;409;2500,74
170600;"ATIVO";"MUNIC";"Couto Magalhães";"Tocantins";-8,35512;-49,17657;195;1585,787
170610;"ATIVO";"MUNIC";"Cristalândia";"Tocantins";-10,59072;-49,1863;274;1848,241
170625;"ATIVO";"MUNIC";"Crixás do Tocantins";"Tocantins";-11,10427;-48,91551;240;986,693
170650;"ATIVO";"MUNIC";"Darcinópolis";"Tocantins";-6,71235;-47,75216;287;1639,162
170700;"ATIVO";"MUNIC";"Dianópolis";"Tocantins";-11,62523;-46,82041;689;3217,313
170710;"ATIVO";"MUNIC";"Divinópolis do Tocantins";"Tocantins";-9,7953;-49,20541;263;2347,434
170720;"ATIVO";"MUNIC";"Dois Irmãos do Tocantins";"Tocantins";-9,2613;-49,06734;257;3757,036
170730;"ATIVO";"MUNIC";"Dueré";"Tocantins";-11,34129;-49,26588;232;3424,852
170740;"ATIVO";"MUNIC";"Esperantina";"Tocantins";-5,36661;-48,54415;100;504,023
170755;"ATIVO";"MUNIC";"Fátima";"Tocantins";-10,75251;-48,89898;330;382,908
170765;"ATIVO";"MUNIC";"Figueirópolis";"Tocantins";-12,13678;-49,17385;294;1930,072
170770;"ATIVO";"MUNIC";"Filadélfia";"Tocantins";-7,33761;-47,48496;158;1988,081
170820;"ATIVO";"MUNIC";"Formoso do Araguaia";"Tocantins";-11,80514;-49,52686;269;13423,382
170825;"ATIVO";"MUNIC";"Fortaleza do Tabocão";"Tocantins";-9,05897;-48,51743;226;621,562
170830;"ATIVO";"MUNIC";"Goianorte";"Tocantins";-8,77052;-48,93689;262;1800,983
170900;"ATIVO";"MUNIC";"Goiatins";"Tocantins";-7,70917;-47,31544;188;6408,602
170930;"ATIVO";"MUNIC";"Guaraí";"Tocantins";-8,83617;-48,50864;257;2268,161
170950;"ATIVO";"MUNIC";"Gurupi";"Tocantins";-11,72977;-49,07148;300;1836,091
170980;"ATIVO";"MUNIC";"Ipueiras";"Tocantins";-11,24629;-48,45193;227;815,254
171050;"ATIVO";"MUNIC";"Itacajá";"Tocantins";-8,39098;-47,76811;196;3051,36
171070;"ATIVO";"MUNIC";"Itaguatins";"Tocantins";-5,77539;-47,47994;157;739,849
171090;"ATIVO";"MUNIC";"Itapiratins";"Tocantins";-8,38433;-48,1112;180;1243,961
171110;"ATIVO";"MUNIC";"Itaporã do Tocantins";"Tocantins";-8,56883;-48,69326;339;972,977
171150;"ATIVO";"MUNIC";"Jaú do Tocantins";"Tocantins";-12,65293;-48,59461;351;2173,047
171180;"ATIVO";"MUNIC";"Juarina";"Tocantins";-8,11742;-49,09864;200;481,048
171190;"ATIVO";"MUNIC";"Lagoa da Confusão";"Tocantins";-10,7887;-49,62009;188;10564,661
171195;"ATIVO";"MUNIC";"Lagoa do Tocantins";"Tocantins";-10,29689;-47,56145;316;911,342
171200;"ATIVO";"MUNIC";"Lajeado";"Tocantins";-9,74468;-48,3585;196;322,485
171215;"ATIVO";"MUNIC";"Lavandeira";"Tocantins";-12,79166;-46,50668;403;519,614
171240;"ATIVO";"MUNIC";"Lizarda";"Tocantins";-9,59457;-46,67517;416;5723,234
171245;"ATIVO";"MUNIC";"Luzinópolis";"Tocantins";-6,19399;-47,85683;202;279,563
171250;"ATIVO";"MUNIC";"Marianópolis do Tocantins";"Tocantins";-9,79888;-49,65103;198;2091,374
171270;"ATIVO";"MUNIC";"Mateiros";"Tocantins";-10,54443;-46,41247;521;9681,657
171280;"ATIVO";"MUNIC";"Maurilândia do Tocantins";"Tocantins";-5,95257;-47,50488;151;738,105
171320;"ATIVO";"MUNIC";"Miracema do Tocantins";"Tocantins";-9,56835;-48,38799;190;2656,09
171330;"ATIVO";"MUNIC";"Miranorte";"Tocantins";-9,5174;-48,59263;226;1031,624
171360;"ATIVO";"MUNIC";"Monte do Carmo";"Tocantins";-10,76354;-48,11042;305;3616,674
171370;"ATIVO";"MUNIC";"Monte Santo do Tocantins";"Tocantins";-10,00559;-48,99089;296;1091,553
171380;"ATIVO";"MUNIC";"Palmeiras do Tocantins";"Tocantins";-6,61186;-47,55868;176;747,898
171395;"ATIVO";"MUNIC";"Muricilândia";"Tocantins";-7,13852;-48,60675;183;1186,647
171420;"ATIVO";"MUNIC";"Natividade";"Tocantins";-11,70536;-47,72726;336;3240,715
171430;"ATIVO";"MUNIC";"Nazaré";"Tocantins";-6,37256;-47,66698;210;395,907
171488;"ATIVO";"MUNIC";"Nova Olinda";"Tocantins";-7,63331;-48,42481;252;1566,184
171500;"ATIVO";"MUNIC";"Nova Rosalândia";"Tocantins";-10,56687;-48,90618;263;516,308
171510;"ATIVO";"MUNIC";"Novo Acordo";"Tocantins";-9,96849;-47,66815;226;2674,682
171515;"ATIVO";"MUNIC";"Novo Alegre";"Tocantins";-12,90994;-46,5773;514;200,105
171525;"ATIVO";"MUNIC";"Novo Jardim";"Tocantins";-11,81588;-46,63079;641;1309,665
171550;"ATIVO";"MUNIC";"Oliveira de Fátima";"Tocantins";-10,70836;-48,9074;304;205,85
171570;"ATIVO";"MUNIC";"Palmeirante";"Tocantins";-7,85756;-47,93425;168;2640,816
171575;"ATIVO";"MUNIC";"Palmeirópolis";"Tocantins";-13,03989;-48,41341;455;1703,944
171610;"ATIVO";"MUNIC";"Paraíso do Tocantins";"Tocantins";-10,17122;-48,88663;399;1268,06
171620;"ATIVO";"MUNIC";"Paranã";"Tocantins";-12,62048;-47,88408;270;11260,216
171630;"ATIVO";"MUNIC";"Pau D'Arco";"Tocantins";-7,54;-49,36331;162;1377,406
171650;"ATIVO";"MUNIC";"Pedro Afonso";"Tocantins";-8,96445;-48,17756;182;2010,902
171660;"ATIVO";"MUNIC";"Peixe";"Tocantins";-12,02977;-48,53781;246;5291,208
171665;"ATIVO";"MUNIC";"Pequizeiro";"Tocantins";-8,59334;-48,93518;293;1209,8
171670;"ATIVO";"MUNIC";"Colméia";"Tocantins";-8,72937;-48,75707;386;990,72
171700;"ATIVO";"MUNIC";"Pindorama do Tocantins";"Tocantins";-11,1382;-47,57569;437;1559,086
171720;"ATIVO";"MUNIC";"Piraquê";"Tocantins";-6,76978;-48,29371;195;1367,613
171750;"ATIVO";"MUNIC";"Pium";"Tocantins";-10,44093;-49,16666;268;10013,794
171780;"ATIVO";"MUNIC";"Ponte Alta do Bom Jesus";"Tocantins";-12,08781;-46,46959;519;1806,141
171790;"ATIVO";"MUNIC";"Ponte Alta do Tocantins";"Tocantins";-10,74067;-47,54118;316;6491,125
171800;"ATIVO";"MUNIC";"Porto Alegre do Tocantins";"Tocantins";-11,60726;-47,04743;382;501,862
171820;"ATIVO";"MUNIC";"Porto Nacional";"Tocantins";-10,70857;-48,41215;234;4449,917
171830;"ATIVO";"MUNIC";"Praia Norte";"Tocantins";-5,39671;-47,81473;129;289,054
171840;"ATIVO";"MUNIC";"Presidente Kennedy";"Tocantins";-8,52996;-48,50433;275;770,423
171845;"ATIVO";"MUNIC";"Pugmil";"Tocantins";-10,42431;-48,89422;296;401,834
171850;"ATIVO";"MUNIC";"Recursolândia";"Tocantins";-8,73536;-47,23804;334;2216,663
171855;"ATIVO";"MUNIC";"Riachinho";"Tocantins";-6,44221;-48,14105;159;517,478
171865;"ATIVO";"MUNIC";"Rio da Conceição";"Tocantins";-11,40494;-46,8804;519;787,116
171870;"ATIVO";"MUNIC";"Rio dos Bois";"Tocantins";-9,34374;-48,53305;208;845,065
171875;"ATIVO";"MUNIC";"Rio Sono";"Tocantins";-9,34779;-47,89994;203;6354,367
171880;"ATIVO";"MUNIC";"Sampaio";"Tocantins";-5,3493;-47,87579;125;222,29
171884;"ATIVO";"MUNIC";"Sandolândia";"Tocantins";-12,5416;-49,93339;250;3528,621
171886;"ATIVO";"MUNIC";"Santa Fé do Araguaia";"Tocantins";-7,14994;-48,69394;180;1678,091
171888;"ATIVO";"MUNIC";"Santa Maria do Tocantins";"Tocantins";-8,77498;-47,74527;319;1410,457
171889;"ATIVO";"MUNIC";"Santa Rita do Tocantins";"Tocantins";-10,86646;-48,90929;291;3274,947
171890;"ATIVO";"MUNIC";"Santa Rosa do Tocantins";"Tocantins";-11,4514;-48,11995;291;1796,257
171900;"ATIVO";"MUNIC";"Santa Tereza do Tocantins";"Tocantins";-10,28236;-47,80629;275;539,912
172000;"ATIVO";"MUNIC";"Santa Terezinha do Tocantins";"Tocantins";-6,437;-47,68429;257;269,677
172010;"ATIVO";"MUNIC";"São Bento do Tocantins";"Tocantins";-6,045;-47,91939;218;1105,901
172015;"ATIVO";"MUNIC";"São Félix do Tocantins";"Tocantins";-10,17329;-46,65498;416;1908,678
172020;"ATIVO";"MUNIC";"São Miguel do Tocantins";"Tocantins";-5,55382;-47,573;158;398,82
172025;"ATIVO";"MUNIC";"São Salvador do Tocantins";"Tocantins";-12,74743;-48,23208;273;1422,032
172030;"ATIVO";"MUNIC";"São Sebastião do Tocantins";"Tocantins";-5,25896;-48,20383;116;287,275
172049;"ATIVO";"MUNIC";"São Valério";"Tocantins";-11,97307;-48,23295;310;2519,585
172065;"ATIVO";"MUNIC";"Silvanópolis";"Tocantins";-11,14986;-48,17982;266;1258,831
172080;"ATIVO";"MUNIC";"Sítio Novo do Tocantins";"Tocantins";-5,60473;-47,63742;192;324,106
172085;"ATIVO";"MUNIC";"Sucupira";"Tocantins";-11,98622;-48,91113;289;1025,519
172090;"ATIVO";"MUNIC";"Taguatinga";"Tocantins";-12,39614;-46,43873;619;2437,399
172093;"ATIVO";"MUNIC";"Taipas do Tocantins";"Tocantins";-12,19284;-46,98457;407;1116,202
172097;"ATIVO";"MUNIC";"Talismã";"Tocantins";-12,78754;-49,09112;297;2156,902
172100;"ATIVO";"MUNIC";"Palmas";"Tocantins";-10,16325;-48,35104;234;2218,943
172110;"ATIVO";"MUNIC";"Tocantínia";"Tocantins";-9,55815;-48,37588;192;2601,603
172120;"ATIVO";"MUNIC";"Tocantinópolis";"Tocantins";-6,32563;-47,42741;172;1077,073
172125;"ATIVO";"MUNIC";"Tupirama";"Tocantins";-8,98057;-48,20668;212;712,206
172130;"ATIVO";"MUNIC";"Tupiratins";"Tocantins";-8,39553;-48,123;177;895,308
172208;"ATIVO";"MUNIC";"Wanderlândia";"Tocantins";-6,85013;-47,95627;267;1373,061
172210;"ATIVO";"MUNIC";"Xambioá";"Tocantins";-6,41189;-48,5316;150;1186,428
200010;"TRANSF";"TERRIT";"Fernando de Noronha (transf. p/PE)";"Pernambuco";NA;NA;NA;NA
210000;"IGNOR";"IGNOR";"Município ignorado - MA";"Maranhão";NA;NA;NA;NA
210005;"ATIVO";"MUNIC";"Açailândia";"Maranhão";-4,95138;-47,50666;229;5806,44
210010;"ATIVO";"MUNIC";"Afonso Cunha";"Maranhão";-4,13502;-43,32087;67;371,338
210015;"ATIVO";"MUNIC";"Água Doce do Maranhão";"Maranhão";-2,84028;-42,11555;10;443,267
210020;"ATIVO";"MUNIC";"Alcântara";"Maranhão";-2,40328;-44,41701;30;1457,916
210030;"ATIVO";"MUNIC";"Aldeias Altas";"Maranhão";-4,63078;-43,46873;80;1942,114
210040;"ATIVO";"MUNIC";"Altamira do Maranhão";"Maranhão";-4,16227;-45,46468;55;721,508
210043;"ATIVO";"MUNIC";"Alto Alegre do Maranhão";"Maranhão";-4,20723;-44,44825;57;383,305
210047;"ATIVO";"MUNIC";"Alto Alegre do Pindaré";"Maranhão";-3,66517;-45,84208;18;1932,289
210050;"ATIVO";"MUNIC";"Alto Parnaíba";"Maranhão";-9,10837;-45,92734;276;11132,176
210055;"ATIVO";"MUNIC";"Amapá do Maranhão";"Maranhão";-1,68092;-46,00918;59;502,402
210060;"ATIVO";"MUNIC";"Amarante do Maranhão";"Maranhão";-5,55766;-46,75064;251;7438,194
210070;"ATIVO";"MUNIC";"Anajatuba";"Maranhão";-3,25755;-44,62067;7;1011,129
210080;"ATIVO";"MUNIC";"Anapurus";"Maranhão";-3,66703;-43,10579;95;608,296
210083;"ATIVO";"MUNIC";"Apicum-Açu";"Maranhão";-1,53059;-45,07665;11;488,806
210087;"ATIVO";"MUNIC";"Araguanã";"Maranhão";-2,94913;-45,66879;19;805,194
210090;"ATIVO";"MUNIC";"Araioses";"Maranhão";-2,88926;-41,89914;0;1782,6
210095;"ATIVO";"MUNIC";"Arame";"Maranhão";-4,88608;-46,01364;129;2976,038
210100;"ATIVO";"MUNIC";"Arari";"Maranhão";-3,45917;-44,77883;8;1100,275
210110;"ATIVO";"MUNIC";"Axixá";"Maranhão";-2,8378;-44,05459;18;203,153
210120;"ATIVO";"MUNIC";"Bacabal";"Maranhão";-4,23152;-44,78156;25;1683,074
210125;"ATIVO";"MUNIC";"Bacabeira";"Maranhão";-2,98582;-44,31542;38;615,589
210130;"ATIVO";"MUNIC";"Bacuri";"Maranhão";-1,72405;-45,13735;24;823,723
210135;"ATIVO";"MUNIC";"Bacurituba";"Maranhão";-2,71087;-44,73574;5;674,512
210140;"ATIVO";"MUNIC";"Balsas";"Maranhão";-7,53117;-46,03899;256;13141,733
210150;"ATIVO";"MUNIC";"Barão de Grajaú";"Maranhão";-6,75896;-43,02645;110;2208,314
210160;"ATIVO";"MUNIC";"Barra do Corda";"Maranhão";-5,50834;-45,23901;153;5190,339
210170;"ATIVO";"MUNIC";"Barreirinhas";"Maranhão";-2,75009;-42,8278;5;3024,019
210173;"ATIVO";"MUNIC";"Belágua";"Maranhão";-3,15677;-43,51006;65;569,428
210177;"ATIVO";"MUNIC";"Bela Vista do Maranhão";"Maranhão";-3,73773;-45,24825;37;147,955
210180;"ATIVO";"MUNIC";"Benedito Leite";"Maranhão";-7,2188;-44,55986;219;1781,734
210190;"ATIVO";"MUNIC";"Bequimão";"Maranhão";-2,46206;-44,78573;3;797,716
210193;"ATIVO";"MUNIC";"Bernardo do Mearim";"Maranhão";-4,63029;-44,76432;52;248,686
210197;"ATIVO";"MUNIC";"Boa Vista do Gurupi";"Maranhão";-1,7933;-46,29871;18;403,46
210200;"ATIVO";"MUNIC";"Bom Jardim";"Maranhão";-3,54416;-45,60189;39;6590,53
210203;"ATIVO";"MUNIC";"Bom Jesus das Selvas";"Maranhão";-4,48997;-46,85324;207;2679,098
210207;"ATIVO";"MUNIC";"Bom Lugar";"Maranhão";-4,37551;-45,03111;41;445,476
210210;"ATIVO";"MUNIC";"Brejo";"Maranhão";-3,67918;-42,75085;53;1074,628
210215;"ATIVO";"MUNIC";"Brejo de Areia";"Maranhão";-4,33063;-45,5821;85;362,464
210220;"ATIVO";"MUNIC";"Buriti";"Maranhão";-3,94557;-42,92511;55;1473,96
210230;"ATIVO";"MUNIC";"Buriti Bravo";"Maranhão";-5,83529;-43,83562;219;1582,552
210232;"ATIVO";"MUNIC";"Buriticupu";"Maranhão";-4,32595;-46,4515;173;2545,44
210235;"ATIVO";"MUNIC";"Buritirana";"Maranhão";-5,58892;-47,01723;230;818,424
210237;"ATIVO";"MUNIC";"Cachoeira Grande";"Maranhão";-2,93192;-44,05969;9;705,645
210240;"ATIVO";"MUNIC";"Cajapió";"Maranhão";-2,88288;-44,67338;5;908,729
210250;"ATIVO";"MUNIC";"Cajari";"Maranhão";-3,32387;-45,00797;5;662,066
210255;"ATIVO";"MUNIC";"Campestre do Maranhão";"Maranhão";-6,16472;-47,36763;166;615,384
210260;"ATIVO";"MUNIC";"Cândido Mendes";"Maranhão";-1,45389;-45,73727;14;1640,756
210270;"ATIVO";"MUNIC";"Cantanhede";"Maranhão";-3,62836;-44,38182;23;773,01
210275;"ATIVO";"MUNIC";"Capinzal do Norte";"Maranhão";-4,72125;-44,33044;127;590,529
210280;"ATIVO";"MUNIC";"Carolina";"Maranhão";-7,33078;-47,47009;180;6441,603
210290;"ATIVO";"MUNIC";"Carutapera";"Maranhão";-1,2006;-46,02315;9;1232,08
210300;"ATIVO";"MUNIC";"Caxias";"Maranhão";-4,86167;-43,35854;77;5196,771
210310;"ATIVO";"MUNIC";"Cedral";"Maranhão";-1,99792;-44,53079;20;283,186
210312;"ATIVO";"MUNIC";"Central do Maranhão";"Maranhão";-2,19131;-44,83184;35;319,053
210315;"ATIVO";"MUNIC";"Centro do Guilherme";"Maranhão";-2,45699;-46,03996;50;1167,848
210317;"ATIVO";"MUNIC";"Centro Novo do Maranhão";"Maranhão";-2,14429;-46,12841;86;8369,793
210320;"ATIVO";"MUNIC";"Chapadinha";"Maranhão";-3,74002;-43,36112;106;3247,383
210325;"ATIVO";"MUNIC";"Cidelândia";"Maranhão";-5,17742;-47,78423;178;1464,034
210330;"ATIVO";"MUNIC";"Codó";"Maranhão";-4,45134;-43,88608;44;4361,341
210340;"ATIVO";"MUNIC";"Coelho Neto";"Maranhão";-4,25474;-43,01401;56;975,549
210350;"ATIVO";"MUNIC";"Colinas";"Maranhão";-6,02737;-44,24978;146;1980,552
210355;"ATIVO";"MUNIC";"Conceição do Lago-Açu";"Maranhão";-3,84112;-44,90302;9;733,229
210360;"ATIVO";"MUNIC";"Coroatá";"Maranhão";-4,12898;-44,1256;37;2263,778
210370;"ATIVO";"MUNIC";"Cururupu";"Maranhão";-1,82552;-44,86776;17;1093,062
210375;"ATIVO";"MUNIC";"Davinópolis";"Maranhão";-5,53446;-47,405;147;335,776
210380;"ATIVO";"MUNIC";"Dom Pedro";"Maranhão";-5,03845;-44,44001;138;358,493
210390;"ATIVO";"MUNIC";"Duque Bacelar";"Maranhão";-4,14782;-42,94418;50;317,921
210400;"ATIVO";"MUNIC";"Esperantinópolis";"Maranhão";-4,8703;-44,88607;115;452,439
210405;"ATIVO";"MUNIC";"Estreito";"Maranhão";-6,56808;-47,44788;150;2718,978
210407;"ATIVO";"MUNIC";"Feira Nova do Maranhão";"Maranhão";-6,96314;-46,68736;335;1473,415
210408;"ATIVO";"MUNIC";"Fernando Falcão";"Maranhão";-6,15498;-44,91071;237;5086,584
210409;"ATIVO";"MUNIC";"Formosa da Serra Negra";"Maranhão";-6,4353;-46,18636;273;3690,611
210410;"ATIVO";"MUNIC";"Fortaleza dos Nogueiras";"Maranhão";-6,96593;-46,18556;448;1854,01
210420;"ATIVO";"MUNIC";"Fortuna";"Maranhão";-5,73622;-44,16063;218;694,997
210430;"ATIVO";"MUNIC";"Godofredo Viana";"Maranhão";-1,4098;-45,77175;19;667,325
210440;"ATIVO";"MUNIC";"Gonçalves Dias";"Maranhão";-5,14396;-44,30591;149;883,589
210450;"ATIVO";"MUNIC";"Governador Archer";"Maranhão";-5,02539;-44,27576;133;445,856
