"munResCod";"munResStatus";"munResTipo";"munResNome";"munResUf";"munResLat";"munResLon";"munResAlt";"munResArea"
312352;"ATIVO";"MUNIC";"Durandé";"Minas Gerais";-20,20724;-41,79426;695;217,461
312360;"ATIVO";"MUNIC";"Elói Mendes";"Minas Gerais";-21,60931;-45,56643;902;499,537
312370;"ATIVO";"MUNIC";"Engenheiro Caldas";"Minas Gerais";-19,1981;-42,04984;239;187,058
312380;"ATIVO";"MUNIC";"Engenheiro Navarro";"Minas Gerais";-17,28775;-43,94941;680;608,306
312385;"ATIVO";"MUNIC";"Entre Folhas";"Minas Gerais";-19,62778;-42,23236;464;85,209
312390;"ATIVO";"MUNIC";"Entre Rios de Minas";"Minas Gerais";-20,67136;-44,06708;933;456,796
312400;"ATIVO";"MUNIC";"Ervália";"Minas Gerais";-20,83351;-42,65937;767;357,489
312410;"ATIVO";"MUNIC";"Esmeraldas";"Minas Gerais";-19,7592;-44,31481;753;909,488
312420;"ATIVO";"MUNIC";"Espera Feliz";"Minas Gerais";-20,64371;-41,91394;750;317,638
312430;"ATIVO";"MUNIC";"Espinosa";"Minas Gerais";-14,92527;-42,81298;568;1868,97
312440;"ATIVO";"MUNIC";"Espírito Santo do Dourado";"Minas Gerais";-22,04751;-45,95401;894;263,879
312450;"ATIVO";"MUNIC";"Estiva";"Minas Gerais";-22,46305;-46,01635;876;243,872
312460;"ATIVO";"MUNIC";"Estrela Dalva";"Minas Gerais";-21,74229;-42,45837;215;131,365
312470;"ATIVO";"MUNIC";"Estrela do Indaiá";"Minas Gerais";-19,52024;-45,79243;708;635,981
312480;"ATIVO";"MUNIC";"Estrela do Sul";"Minas Gerais";-18,74129;-47,68897;747;822,454
312490;"ATIVO";"MUNIC";"Eugenópolis";"Minas Gerais";-21,09722;-42,19228;187;309,395
312500;"ATIVO";"MUNIC";"Ewbank da Câmara";"Minas Gerais";-21,54164;-43,50759;894;103,834
312510;"ATIVO";"MUNIC";"Extrema";"Minas Gerais";-22,85819;-46,32216;900;244,585
312520;"ATIVO";"MUNIC";"Fama";"Minas Gerais";-21,40576;-45,83231;801;86,024
312530;"ATIVO";"MUNIC";"Faria Lemos";"Minas Gerais";-20,80174;-42,01385;325;165,224
312540;"ATIVO";"MUNIC";"Felício dos Santos";"Minas Gerais";-18,07756;-43,24517;728;357,622
312550;"ATIVO";"MUNIC";"São Gonçalo do Rio Preto";"Minas Gerais";-18,00639;-43,38454;788;314,458
312560;"ATIVO";"MUNIC";"Felisburgo";"Minas Gerais";-16,63833;-40,75857;643;596,215
312570;"ATIVO";"MUNIC";"Felixlândia";"Minas Gerais";-18,75436;-44,89659;604;1554,627
312580;"ATIVO";"MUNIC";"Fernandes Tourinho";"Minas Gerais";-19,151;-42,08098;254;151,875
312590;"ATIVO";"MUNIC";"Ferros";"Minas Gerais";-19,23642;-43,01971;449;1088,795
312595;"ATIVO";"MUNIC";"Fervedouro";"Minas Gerais";-20,73278;-42,27818;760;357,683
312600;"ATIVO";"MUNIC";"Florestal";"Minas Gerais";-19,89452;-44,43012;815;194,21
312610;"ATIVO";"MUNIC";"Formiga";"Minas Gerais";-20,46488;-45,42643;836;1501,915
312620;"ATIVO";"MUNIC";"Formoso";"Minas Gerais";-14,95174;-46,23998;859;3685,702
312630;"ATIVO";"MUNIC";"Fortaleza de Minas";"Minas Gerais";-20,84849;-46,71264;839;218,792
312640;"ATIVO";"MUNIC";"Fortuna de Minas";"Minas Gerais";-19,5639;-44,4434;741;198,709
312650;"ATIVO";"MUNIC";"Francisco Badaró";"Minas Gerais";-16,99069;-42,34977;381;461,345
312660;"ATIVO";"MUNIC";"Francisco Dumont";"Minas Gerais";-17,31995;-44,23421;670;1576,128
312670;"ATIVO";"MUNIC";"Francisco Sá";"Minas Gerais";-16,47568;-43,48874;653;2747,288
312675;"ATIVO";"MUNIC";"Franciscópolis";"Minas Gerais";-17,95904;-42,00731;348;717,087
312680;"ATIVO";"MUNIC";"Frei Gaspar";"Minas Gerais";-18,07119;-41,42942;457;626,672
312690;"ATIVO";"MUNIC";"Frei Inocêncio";"Minas Gerais";-18,56179;-41,90122;195;469,557
312695;"ATIVO";"MUNIC";"Frei Lagonegro";"Minas Gerais";-18,16508;-42,7653;665;167,474
312700;"ATIVO";"MUNIC";"Fronteira";"Minas Gerais";-20,2883;-49,20428;475;199,987
312705;"ATIVO";"MUNIC";"Fronteira dos Vales";"Minas Gerais";-16,89202;-40,92508;315;320,757
312707;"ATIVO";"MUNIC";"Fruta de Leite";"Minas Gerais";-16,11642;-42,53222;903;762,785
312710;"ATIVO";"MUNIC";"Frutal";"Minas Gerais";-20,0259;-48,93915;519;2426,965
312720;"ATIVO";"MUNIC";"Funilândia";"Minas Gerais";-19,36999;-44,06309;689;199,797
312730;"ATIVO";"MUNIC";"Galiléia";"Minas Gerais";-19,00547;-41,5362;133;720,355
312733;"ATIVO";"MUNIC";"Gameleiras";"Minas Gerais";-15,07682;-43,11948;532;1733,203
312735;"ATIVO";"MUNIC";"Glaucilândia";"Minas Gerais";-16,85022;-43,69641;653;145,861
312737;"ATIVO";"MUNIC";"Goiabeira";"Minas Gerais";-18,98171;-41,22282;169;112,443
312738;"ATIVO";"MUNIC";"Goianá";"Minas Gerais";-21,53242;-43,19148;408;152,039
312740;"ATIVO";"MUNIC";"Gonçalves";"Minas Gerais";-22,65762;-45,85659;1263;187,353
312750;"ATIVO";"MUNIC";"Gonzaga";"Minas Gerais";-18,82483;-42,47722;791;209,348
312760;"ATIVO";"MUNIC";"Gouveia";"Minas Gerais";-18,44297;-43,73399;1081;866,601
312770;"ATIVO";"MUNIC";"Governador Valadares";"Minas Gerais";-18,85288;-41,94708;173;2342,319
312780;"ATIVO";"MUNIC";"Grão Mogol";"Minas Gerais";-16,5665;-42,88801;774;3885,294
312790;"ATIVO";"MUNIC";"Grupiara";"Minas Gerais";-18,49302;-47,7248;671;193,141
312800;"ATIVO";"MUNIC";"Guanhães";"Minas Gerais";-18,77715;-42,93705;782;1075,124
312810;"ATIVO";"MUNIC";"Guapé";"Minas Gerais";-20,75672;-45,91838;826;934,345
312820;"ATIVO";"MUNIC";"Guaraciaba";"Minas Gerais";-20,5717;-43,01128;587;348,596
312825;"ATIVO";"MUNIC";"Guaraciama";"Minas Gerais";-17,01153;-43,66878;784;390,263
312830;"ATIVO";"MUNIC";"Guaranésia";"Minas Gerais";-21,30556;-46,79549;797;294,828
312840;"ATIVO";"MUNIC";"Guarani";"Minas Gerais";-21,36267;-43,04646;417;264,193
312850;"ATIVO";"MUNIC";"Guarará";"Minas Gerais";-21,73272;-43,03895;563;88,655
312860;"ATIVO";"MUNIC";"Guarda-Mor";"Minas Gerais";-17,7713;-47,10108;610;2069,79
312870;"ATIVO";"MUNIC";"Guaxupé";"Minas Gerais";-21,30378;-46,71354;847;286,398
312880;"ATIVO";"MUNIC";"Guidoval";"Minas Gerais";-21,14424;-42,80082;341;158,375
312890;"ATIVO";"MUNIC";"Guimarânia";"Minas Gerais";-18,83802;-46,79727;900;366,833
312900;"ATIVO";"MUNIC";"Guiricema";"Minas Gerais";-21,01067;-42,71881;331;293,578
312910;"ATIVO";"MUNIC";"Gurinhatã";"Minas Gerais";-19,21375;-49,78627;532;1849,137
312920;"ATIVO";"MUNIC";"Heliodora";"Minas Gerais";-22,06474;-45,54458;850;153,95
312930;"ATIVO";"MUNIC";"Iapu";"Minas Gerais";-19,44027;-42,21469;436;340,579
312940;"ATIVO";"MUNIC";"Ibertioga";"Minas Gerais";-21,42947;-43,96812;1021;346,24
312950;"ATIVO";"MUNIC";"Ibiá";"Minas Gerais";-19,47511;-46,53861;887;2704,132
312960;"ATIVO";"MUNIC";"Ibiaí";"Minas Gerais";-16,85987;-44,91411;484;874,76
312965;"ATIVO";"MUNIC";"Ibiracatu";"Minas Gerais";-15,66547;-44,16771;778;353,413
312970;"ATIVO";"MUNIC";"Ibiraci";"Minas Gerais";-20,47015;-47,1308;1072;562,095
312980;"ATIVO";"MUNIC";"Ibirité";"Minas Gerais";-20,02804;-44,05666;894;72,573
312990;"ATIVO";"MUNIC";"Ibitiúra de Minas";"Minas Gerais";-22,05706;-46,4376;899;68,316
313000;"ATIVO";"MUNIC";"Ibituruna";"Minas Gerais";-21,14649;-44,73846;866;153,106
313005;"ATIVO";"MUNIC";"Icaraí de Minas";"Minas Gerais";-16,21401;-44,90278;578;625,664
313010;"ATIVO";"MUNIC";"Igarapé";"Minas Gerais";-20,06991;-44,30116;809;110,263
313020;"ATIVO";"MUNIC";"Igaratinga";"Minas Gerais";-19,95389;-44,7005;786;218,343
313030;"ATIVO";"MUNIC";"Iguatama";"Minas Gerais";-20,17607;-45,70914;686;628,2
313040;"ATIVO";"MUNIC";"Ijaci";"Minas Gerais";-21,17207;-44,92878;832;105,246
313050;"ATIVO";"MUNIC";"Ilicínea";"Minas Gerais";-20,94039;-45,82846;868;376,341
313055;"ATIVO";"MUNIC";"Imbé de Minas";"Minas Gerais";-19,59588;-41,96248;619;196,735
313060;"ATIVO";"MUNIC";"Inconfidentes";"Minas Gerais";-22,32149;-46,3338;868;149,611
313065;"ATIVO";"MUNIC";"Indaiabira";"Minas Gerais";-15,49238;-42,20358;880;1004,149
313070;"ATIVO";"MUNIC";"Indianópolis";"Minas Gerais";-19,04249;-47,91799;809;830,03
313080;"ATIVO";"MUNIC";"Ingaí";"Minas Gerais";-21,40372;-44,92242;947;305,591
313090;"ATIVO";"MUNIC";"Inhapim";"Minas Gerais";-19,55011;-42,12193;480;858,024
313100;"ATIVO";"MUNIC";"Inhaúma";"Minas Gerais";-19,49237;-44,39095;760;244,996
313110;"ATIVO";"MUNIC";"Inimutaba";"Minas Gerais";-18,73144;-44,36626;616;527,06
313115;"ATIVO";"MUNIC";"Ipaba";"Minas Gerais";-19,41325;-42,41817;233;113,128
313120;"ATIVO";"MUNIC";"Ipanema";"Minas Gerais";-19,80034;-41,71735;243;456,641
313130;"ATIVO";"MUNIC";"Ipatinga";"Minas Gerais";-19,48103;-42,52035;242;164,884
313140;"ATIVO";"MUNIC";"Ipiaçu";"Minas Gerais";-18,69488;-49,94577;442;466,02
313150;"ATIVO";"MUNIC";"Ipuiúna";"Minas Gerais";-22,09952;-46,19083;1150;298,195
313160;"ATIVO";"MUNIC";"Iraí de Minas";"Minas Gerais";-18,98186;-47,46299;959;356,264
313170;"ATIVO";"MUNIC";"Itabira";"Minas Gerais";-19,63817;-43,22395;783;1253,704
313180;"ATIVO";"MUNIC";"Itabirinha";"Minas Gerais";-18,5568;-41,23318;342;208,982
313190;"ATIVO";"MUNIC";"Itabirito";"Minas Gerais";-20,25418;-43,80214;850;542,609
313200;"ATIVO";"MUNIC";"Itacambira";"Minas Gerais";-17,06444;-43,3104;1073;1788,445
313210;"ATIVO";"MUNIC";"Itacarambi";"Minas Gerais";-15,10264;-44,09319;459;1225,273
313220;"ATIVO";"MUNIC";"Itaguara";"Minas Gerais";-20,39068;-44,48678;835;410,468
313230;"ATIVO";"MUNIC";"Itaipé";"Minas Gerais";-17,40423;-41,67323;670;480,829
313240;"ATIVO";"MUNIC";"Itajubá";"Minas Gerais";-22,4306;-45,46458;847;294,835
313250;"ATIVO";"MUNIC";"Itamarandiba";"Minas Gerais";-17,85852;-42,84916;950;2735,573
313260;"ATIVO";"MUNIC";"Itamarati de Minas";"Minas Gerais";-21,41946;-42,81859;218;94,568
313270;"ATIVO";"MUNIC";"Itambacuri";"Minas Gerais";-18,03433;-41,68227;303;1419,209
313280;"ATIVO";"MUNIC";"Itambé do Mato Dentro";"Minas Gerais";-19,42096;-43,3229;699;380,34
313290;"ATIVO";"MUNIC";"Itamogi";"Minas Gerais";-21,07844;-47,04747;1010;243,735
313300;"ATIVO";"MUNIC";"Itamonte";"Minas Gerais";-22,28513;-44,86829;900;431,792
313310;"ATIVO";"MUNIC";"Itanhandu";"Minas Gerais";-22,29508;-44,93592;898;143,363
313320;"ATIVO";"MUNIC";"Itanhomi";"Minas Gerais";-19,17169;-41,86493;253;488,843
313330;"ATIVO";"MUNIC";"Itaobim";"Minas Gerais";-16,55953;-41,49898;257;679,024
313340;"ATIVO";"MUNIC";"Itapagipe";"Minas Gerais";-19,9033;-49,36982;485;1802,436
313350;"ATIVO";"MUNIC";"Itapecerica";"Minas Gerais";-20,47289;-45,12468;834;1040,519
313360;"ATIVO";"MUNIC";"Itapeva";"Minas Gerais";-22,76974;-46,21956;957;177,347
313370;"ATIVO";"MUNIC";"Itatiaiuçu";"Minas Gerais";-20,19864;-44,42916;887;295,145
313375;"ATIVO";"MUNIC";"Itaú de Minas";"Minas Gerais";-20,73819;-46,75295;715;153,421
313380;"ATIVO";"MUNIC";"Itaúna";"Minas Gerais";-20,07444;-44,57828;837;495,769
313390;"ATIVO";"MUNIC";"Itaverava";"Minas Gerais";-20,67473;-43,60432;740;284,22
313400;"ATIVO";"MUNIC";"Itinga";"Minas Gerais";-16,60143;-41,77818;279;1649,622
313410;"ATIVO";"MUNIC";"Itueta";"Minas Gerais";-19,3924;-41,22563;147;452,676
313420;"ATIVO";"MUNIC";"Ituiutaba";"Minas Gerais";-18,97307;-49,46224;571;2598,046
313430;"ATIVO";"MUNIC";"Itumirim";"Minas Gerais";-21,3138;-44,87579;903;234,802
313440;"ATIVO";"MUNIC";"Iturama";"Minas Gerais";-19,73195;-50,20197;439;1404,663
313450;"ATIVO";"MUNIC";"Itutinga";"Minas Gerais";-21,29606;-44,65884;953;372,018
313460;"ATIVO";"MUNIC";"Jaboticatubas";"Minas Gerais";-19,52229;-43,74733;739;1114,972
313470;"ATIVO";"MUNIC";"Jacinto";"Minas Gerais";-16,14116;-40,29143;168;1393,609
313480;"ATIVO";"MUNIC";"Jacuí";"Minas Gerais";-21,0176;-46,74201;1004;409,229
313490;"ATIVO";"MUNIC";"Jacutinga";"Minas Gerais";-22,28664;-46,61234;837;347,75
313500;"ATIVO";"MUNIC";"Jaguaraçu";"Minas Gerais";-19,64707;-42,753;456;163,76
313505;"ATIVO";"MUNIC";"Jaíba";"Minas Gerais";-15,34293;-43,67033;466;2626,331
313507;"ATIVO";"MUNIC";"Jampruca";"Minas Gerais";-18,4616;-41,81017;231;517,095
313510;"ATIVO";"MUNIC";"Janaúba";"Minas Gerais";-15,79903;-43,30768;537;2181,319
313520;"ATIVO";"MUNIC";"Januária";"Minas Gerais";-15,48787;-44,35981;459;6661,666
313530;"ATIVO";"MUNIC";"Japaraíba";"Minas Gerais";-20,14162;-45,50412;712;172,141
313535;"ATIVO";"MUNIC";"Japonvar";"Minas Gerais";-16,00096;-44,27613;841;375,232
313540;"ATIVO";"MUNIC";"Jeceaba";"Minas Gerais";-20,53303;-43,98523;878;236,25
313545;"ATIVO";"MUNIC";"Jenipapo de Minas";"Minas Gerais";-17,08042;-42,25605;358;284,453
313550;"ATIVO";"MUNIC";"Jequeri";"Minas Gerais";-20,4463;-42,68226;419;547,897
313560;"ATIVO";"MUNIC";"Jequitaí";"Minas Gerais";-17,21637;-44,44169;561;1268,443
313570;"ATIVO";"MUNIC";"Jequitibá";"Minas Gerais";-19,23767;-44,02808;616;445,03
313580;"ATIVO";"MUNIC";"Jequitinhonha";"Minas Gerais";-16,44177;-41,00712;221;3514,216
313590;"ATIVO";"MUNIC";"Jesuânia";"Minas Gerais";-21,99843;-45,29088;907;153,852
313600;"ATIVO";"MUNIC";"Joaíma";"Minas Gerais";-16,65473;-41,02305;294;1664,19
313610;"ATIVO";"MUNIC";"Joanésia";"Minas Gerais";-19,1687;-42,6747;419;233,292
313620;"ATIVO";"MUNIC";"João Monlevade";"Minas Gerais";-19,80564;-43,17457;793;99,158
313630;"ATIVO";"MUNIC";"João Pinheiro";"Minas Gerais";-17,74185;-46,17546;769;10727,471
313640;"ATIVO";"MUNIC";"Joaquim Felício";"Minas Gerais";-17,75529;-44,1736;686;790,935
313650;"ATIVO";"MUNIC";"Jordânia";"Minas Gerais";-15,90107;-40,18001;182;546,705
313652;"ATIVO";"MUNIC";"José Gonçalves de Minas";"Minas Gerais";-16,90718;-42,60717;524;381,332
313655;"ATIVO";"MUNIC";"José Raydan";"Minas Gerais";-18,21749;-42,50059;549;180,822
313657;"ATIVO";"MUNIC";"Josenópolis";"Minas Gerais";-16,54453;-42,51314;694;541,393
313660;"ATIVO";"MUNIC";"Nova União";"Minas Gerais";-19,6881;-43,57999;893;172,131
313665;"ATIVO";"MUNIC";"Juatuba";"Minas Gerais";-19,95579;-44,34133;734;96,729
313670;"ATIVO";"MUNIC";"Juiz de Fora";"Minas Gerais";-21,76092;-43,34882;695;1435,664
313680;"ATIVO";"MUNIC";"Juramento";"Minas Gerais";-16,85127;-43,59019;683;431,63
313690;"ATIVO";"MUNIC";"Juruaia";"Minas Gerais";-21,24936;-46,5806;873;220,353
313695;"ATIVO";"MUNIC";"Juvenília";"Minas Gerais";-14,26359;-44,15959;451;1064,697
313700;"ATIVO";"MUNIC";"Ladainha";"Minas Gerais";-17,62448;-41,74045;497;866,29
313710;"ATIVO";"MUNIC";"Lagamar";"Minas Gerais";-18,17696;-46,81254;800;1474,562
313720;"ATIVO";"MUNIC";"Lagoa da Prata";"Minas Gerais";-20,02377;-45,54169;656;439,984
313730;"ATIVO";"MUNIC";"Lagoa dos Patos";"Minas Gerais";-16,97845;-44,57833;709;600,547
313740;"ATIVO";"MUNIC";"Lagoa Dourada";"Minas Gerais";-20,9186;-44,07112;1057;476,693
313750;"ATIVO";"MUNIC";"Lagoa Formosa";"Minas Gerais";-18,77557;-46,40653;875;840,92
313753;"ATIVO";"MUNIC";"Lagoa Grande";"Minas Gerais";-17,83805;-46,51791;577;1236,301
313760;"ATIVO";"MUNIC";"Lagoa Santa";"Minas Gerais";-19,62585;-43,89529;767;229,267
313770;"ATIVO";"MUNIC";"Lajinha";"Minas Gerais";-20,16417;-41,64529;562;431,921
313780;"ATIVO";"MUNIC";"Lambari";"Minas Gerais";-21,97432;-45,35248;906;213,11
313790;"ATIVO";"MUNIC";"Lamim";"Minas Gerais";-20,79206;-43,47447;769;118,602
313800;"ATIVO";"MUNIC";"Laranjal";"Minas Gerais";-21,36363;-42,48067;178;204,882
313810;"ATIVO";"MUNIC";"Lassance";"Minas Gerais";-17,89512;-44,57936;554;3204,217
313820;"ATIVO";"MUNIC";"Lavras";"Minas Gerais";-21,24287;-44,99993;914;564,744
313830;"ATIVO";"MUNIC";"Leandro Ferreira";"Minas Gerais";-19,71922;-45,02628;705;352,108
313835;"ATIVO";"MUNIC";"Leme do Prado";"Minas Gerais";-17,08387;-42,69568;626;280,036
313840;"ATIVO";"MUNIC";"Leopoldina";"Minas Gerais";-21,53073;-42,64184;226;943,076
313850;"ATIVO";"MUNIC";"Liberdade";"Minas Gerais";-22,02436;-44,31514;1131;401,337
313860;"ATIVO";"MUNIC";"Lima Duarte";"Minas Gerais";-21,8411;-43,79638;726;848,564
313862;"ATIVO";"MUNIC";"Limeira do Oeste";"Minas Gerais";-19,54778;-50,57529;426;1319,036
313865;"ATIVO";"MUNIC";"Lontra";"Minas Gerais";-15,90206;-44,30611;773;258,874
313867;"ATIVO";"MUNIC";"Luisburgo";"Minas Gerais";-20,43838;-42,10647;825;145,418
313868;"ATIVO";"MUNIC";"Luislândia";"Minas Gerais";-16,11531;-44,58605;754;411,714
313870;"ATIVO";"MUNIC";"Luminárias";"Minas Gerais";-21,51232;-44,90611;946;500,143
313880;"ATIVO";"MUNIC";"Luz";"Minas Gerais";-19,79625;-45,68388;664;1171,659
313890;"ATIVO";"MUNIC";"Machacalis";"Minas Gerais";-17,07737;-40,72042;319;332,378
313900;"ATIVO";"MUNIC";"Machado";"Minas Gerais";-21,67835;-45,92176;847;585,958
313910;"ATIVO";"MUNIC";"Madre de Deus de Minas";"Minas Gerais";-21,47732;-44,34089;1029;492,909
313920;"ATIVO";"MUNIC";"Malacacheta";"Minas Gerais";-17,84162;-42,07608;712;727,886
313925;"ATIVO";"MUNIC";"Mamonas";"Minas Gerais";-15,05165;-42,95596;641;284,294
313930;"ATIVO";"MUNIC";"Manga";"Minas Gerais";-14,75592;-43,93676;448;1950,184
313940;"ATIVO";"MUNIC";"Manhuaçu";"Minas Gerais";-20,25868;-42,03385;637;628,318
313950;"ATIVO";"MUNIC";"Manhumirim";"Minas Gerais";-20,364;-41,96268;640;182,9
313960;"ATIVO";"MUNIC";"Mantena";"Minas Gerais";-18,7807;-40,97853;255;685,208
313970;"ATIVO";"MUNIC";"Maravilhas";"Minas Gerais";-19,51468;-44,67608;785;261,604
313980;"ATIVO";"MUNIC";"Mar de Espanha";"Minas Gerais";-21,86689;-43,00841;512;371,6
313990;"ATIVO";"MUNIC";"Maria da Fé";"Minas Gerais";-22,30722;-45,37105;1260;202,898
314000;"ATIVO";"MUNIC";"Mariana";"Minas Gerais";-20,37449;-43,41614;705;1194,208
314010;"ATIVO";"MUNIC";"Marilac";"Minas Gerais";-18,50497;-42,08169;237;158,809
314015;"ATIVO";"MUNIC";"Mário Campos";"Minas Gerais";-20,05364;-44,18583;748;35,196
314020;"ATIVO";"MUNIC";"Maripá de Minas";"Minas Gerais";-21,69226;-42,96835;574;77,338
314030;"ATIVO";"MUNIC";"Marliéria";"Minas Gerais";-19,70646;-42,73738;566;545,813
314040;"ATIVO";"MUNIC";"Marmelópolis";"Minas Gerais";-22,44652;-45,16005;1263;107,902
314050;"ATIVO";"MUNIC";"Martinho Campos";"Minas Gerais";-19,32974;-45,23865;664;1058,418
314053;"ATIVO";"MUNIC";"Martins Soares";"Minas Gerais";-20,25823;-41,87579;710;113,268
314055;"ATIVO";"MUNIC";"Mata Verde";"Minas Gerais";-15,68767;-40,73853;863;227,539
314060;"ATIVO";"MUNIC";"Materlândia";"Minas Gerais";-18,47277;-43,05738;773;280,53
314070;"ATIVO";"MUNIC";"Mateus Leme";"Minas Gerais";-19,99087;-44,42899;823;302,714
314080;"ATIVO";"MUNIC";"Matias Barbosa";"Minas Gerais";-21,86948;-43,31916;482;157,107
314085;"ATIVO";"MUNIC";"Matias Cardoso";"Minas Gerais";-14,85028;-43,91783;454;1949,738
314090;"ATIVO";"MUNIC";"Matipó";"Minas Gerais";-20,28715;-42,34149;639;266,99
314100;"ATIVO";"MUNIC";"Mato Verde";"Minas Gerais";-15,39732;-42,86651;543;472,245
314110;"ATIVO";"MUNIC";"Matozinhos";"Minas Gerais";-19,56191;-44,08397;766;252,28
314120;"ATIVO";"MUNIC";"Matutina";"Minas Gerais";-19,22661;-45,98352;1055;260,957
314130;"ATIVO";"MUNIC";"Medeiros";"Minas Gerais";-19,99331;-46,22669;918;946,437
314140;"ATIVO";"MUNIC";"Medina";"Minas Gerais";-16,2248;-41,47631;581;1435,903
314150;"ATIVO";"MUNIC";"Mendes Pimentel";"Minas Gerais";-18,66178;-41,40562;322;305,507
314160;"ATIVO";"MUNIC";"Mercês";"Minas Gerais";-21,19206;-43,34107;531;348,271
314170;"ATIVO";"MUNIC";"Mesquita";"Minas Gerais";-19,22435;-42,60566;361;274,938
314180;"ATIVO";"MUNIC";"Minas Novas";"Minas Gerais";-17,21546;-42,59676;496;1812,398
314190;"ATIVO";"MUNIC";"Minduri";"Minas Gerais";-21,67754;-44,60929;956;219,774
314200;"ATIVO";"MUNIC";"Mirabela";"Minas Gerais";-16,25845;-44,16064;807;723,278
314210;"ATIVO";"MUNIC";"Miradouro";"Minas Gerais";-20,89442;-42,34615;407;301,672
314220;"ATIVO";"MUNIC";"Miraí";"Minas Gerais";-21,19398;-42,61604;350;320,695
314225;"ATIVO";"MUNIC";"Miravânia";"Minas Gerais";-14,74784;-44,41208;648;602,128
314230;"ATIVO";"MUNIC";"Moeda";"Minas Gerais";-20,33027;-44,04757;818;155,112
314240;"ATIVO";"MUNIC";"Moema";"Minas Gerais";-19,8387;-45,42531;664;202,705
314250;"ATIVO";"MUNIC";"Monjolos";"Minas Gerais";-18,32369;-44,11932;549;650,911
314260;"ATIVO";"MUNIC";"Monsenhor Paulo";"Minas Gerais";-21,76177;-45,54507;857;216,54
314270;"ATIVO";"MUNIC";"Montalvânia";"Minas Gerais";-14,42036;-44,36362;500;1503,786
314280;"ATIVO";"MUNIC";"Monte Alegre de Minas";"Minas Gerais";-18,86917;-48,87712;745;2595,957
314290;"ATIVO";"MUNIC";"Monte Azul";"Minas Gerais";-15,15534;-42,87317;590;1001,296
314300;"ATIVO";"MUNIC";"Monte Belo";"Minas Gerais";-21,32715;-46,36825;908;421,283
314310;"ATIVO";"MUNIC";"Monte Carmelo";"Minas Gerais";-18,72904;-47,49597;879;1343,035
314315;"ATIVO";"MUNIC";"Monte Formoso";"Minas Gerais";-16,86649;-41,25458;650;385,553
314320;"ATIVO";"MUNIC";"Monte Santo de Minas";"Minas Gerais";-21,19047;-46,97712;881;594,632
314330;"ATIVO";"MUNIC";"Montes Claros";"Minas Gerais";-16,72271;-43,86542;643;3568,941
314340;"ATIVO";"MUNIC";"Monte Sião";"Minas Gerais";-22,43355;-46,5737;850;291,594
314345;"ATIVO";"MUNIC";"Montezuma";"Minas Gerais";-15,17114;-42,50747;950;1130,419
314350;"ATIVO";"MUNIC";"Morada Nova de Minas";"Minas Gerais";-18,60744;-45,3555;596;2084,275
314360;"ATIVO";"MUNIC";"Morro da Garça";"Minas Gerais";-18,54722;-44,60353;608;414,772
314370;"ATIVO";"MUNIC";"Morro do Pilar";"Minas Gerais";-19,21834;-43,3748;583;477,548
314380;"ATIVO";"MUNIC";"Munhoz";"Minas Gerais";-22,61278;-46,36037;1230;191,564
314390;"ATIVO";"MUNIC";"Muriaé";"Minas Gerais";-21,13205;-42,36107;202;841,693
314400;"ATIVO";"MUNIC";"Mutum";"Minas Gerais";-19,80719;-41,43914;252;1250,824
314410;"ATIVO";"MUNIC";"Muzambinho";"Minas Gerais";-21,37301;-46,5268;1009;409,948
314420;"ATIVO";"MUNIC";"Nacip Raydan";"Minas Gerais";-18,45792;-42,25179;321;233,493
314430;"ATIVO";"MUNIC";"Nanuque";"Minas Gerais";-17,83899;-40,35174;103;1517,941
314435;"ATIVO";"MUNIC";"Naque";"Minas Gerais";-19,22354;-42,33471;257;127,173
314437;"ATIVO";"MUNIC";"Natalândia";"Minas Gerais";-16,50384;-46,49753;580;468,66
314440;"ATIVO";"MUNIC";"Natércia";"Minas Gerais";-22,11847;-45,51823;907;188,719
314450;"ATIVO";"MUNIC";"Nazareno";"Minas Gerais";-21,2177;-44,61723;921;341,453
314460;"ATIVO";"MUNIC";"Nepomuceno";"Minas Gerais";-21,23458;-45,23743;857;582,553
314465;"ATIVO";"MUNIC";"Ninheira";"Minas Gerais";-15,3238;-41,74879;879;1108,255
314467;"ATIVO";"MUNIC";"Nova Belém";"Minas Gerais";-18,49409;-41,10369;534;146,775
314470;"ATIVO";"MUNIC";"Nova Era";"Minas Gerais";-19,76442;-43,03546;532;361,926
314480;"ATIVO";"MUNIC";"Nova Lima";"Minas Gerais";-19,98389;-43,84978;792;429,004
314490;"ATIVO";"MUNIC";"Nova Módica";"Minas Gerais";-18,44161;-41,50134;342;375,973
314500;"ATIVO";"MUNIC";"Nova Ponte";"Minas Gerais";-19,16889;-47,67057;945;1111,011
314505;"ATIVO";"MUNIC";"Nova Porteirinha";"Minas Gerais";-15,80221;-43,30255;534;120,943
314510;"ATIVO";"MUNIC";"Nova Resende";"Minas Gerais";-21,12665;-46,41703;1125;390,152
314520;"ATIVO";"MUNIC";"Nova Serrana";"Minas Gerais";-19,87587;-44,98558;738;282,369
314530;"ATIVO";"MUNIC";"Novo Cruzeiro";"Minas Gerais";-17,47489;-41,87539;785;1702,981
314535;"ATIVO";"MUNIC";"Novo Oriente de Minas";"Minas Gerais";-17,40917;-41,2221;269;755,151
